id,index,commonNameZh,scientificName,slug,icon_path,photo_url,photo_source,matched_taxon,photo_found
fish-077,077,花頭石斑,Sparisoma viride,parrotfish,assets/fish/icons/generated/077.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Stoplight-parrotfish.jpg/330px-Stoplight-parrotfish.jpg,wiki_summary,Oplegnathus conwayi,1
fish-078,078,香港石斑,Balistoides viridescens,triggerfish,assets/fish/icons/generated/078.png,https://static.inaturalist.org/photos/669474093/large.jpg,inat_slug,Balistoides viridescens,1
fish-079,079,馬拉巴石斑,Ostracion cubicum,boxfish,assets/fish/icons/generated/079.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Ostracion_cubicum_400115646.jpg/330px-Ostracion_cubicum_400115646.jpg,wiki_summary,Ostracion cubicum,1
fish-080,080,黑線石斑,Remora remora,remora,assets/fish/icons/generated/080.png,https://inaturalist-open-data.s3.amazonaws.com/photos/669401717/large.jpg,inat_slug,Echeneis naucrates,1
fish-081,081,龍膽石斑,Etelis coruscans,flame-snapper,assets/fish/icons/generated/081.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Fis01167_%2828136581836%29.jpg/330px-Fis01167_%2828136581836%29.jpg,wiki_summary,Etelis coruscans,1
fish-082,082,箱魨,,tooth-spotted-seabream,assets/fish/icons/generated/082.png,https://inaturalist-open-data.s3.amazonaws.com/photos/670113432/large.jpg,inat_zh_taxon,Ostraciidae,1
fish-083,083,扳機魚,,red-devil-rockfish,assets/fish/icons/generated/083.png,https://inaturalist-open-data.s3.amazonaws.com/photos/656945904/large.jpg,inat_manual_fill,Cyprinodon nevadensis shoshone,1
fish-084,084,橙點馬面魨,,black-sand-seabream,assets/fish/icons/generated/084.png,https://inaturalist-open-data.s3.amazonaws.com/photos/323196991/large.jpg,inat_obs_fill,Trachelobdella lubrica,1
fish-085,085,長帆馬面魨,Diplodus lineatus,white-seabream,assets/fish/icons/generated/085.png,https://inaturalist-open-data.s3.amazonaws.com/photos/662689093/large.jpg,inat_slug,Diplodus lineatus,1
fish-086,086,蝶魚,,red-seabream-aka,assets/fish/icons/generated/086.png,https://inaturalist-open-data.s3.amazonaws.com/photos/670221573/large.jpg,inat_zh_taxon,Chaetodontidae,1
fish-087,087,鸚哥魚,Scarus ghobban,gold-thread-seabream,assets/fish/icons/generated/087.png,https://inaturalist-open-data.s3.amazonaws.com/photos/11940430/large.jpg,inat_sci_refresh,Scarus ghobban,1
