id,name,type,is_island,district,radius_meters,source,lat,lon,geo_display,lat,lon,geo_display
I023,Che Lei Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I024,"Chek Chau (, Port Island)",island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I025,Chek Lap Kok,island,true,Islands – now assimilated with Lam Chau into the airport platform and connected to Lantau Island by two bridges,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I026,Cheung Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I027,Cheung Shek Tsui,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I028,Cheung Sok,island,true,Tsuen Wan,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I029,Cheung Tsui Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I030,"Ching Chau (, distinct from Steep Island)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I031,Conic Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I032,Douglas Rock,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I033,"Flat Island (, Ngan Chau)",island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I034,"Fo Shek Chau (, Basalt Island)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I035,Fo Siu Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I036,Fu Wong Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I037,Fun Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I038,Green Island,island,true,Central & Western,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I039,Ha So Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I040,Hau Tsz Kok Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I041,Hei Ling Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I042,Hin Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I043,Hok Tsai Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I044,Hong Kong Island,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I045,Hung Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I046,Kai Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I047,"Kat O (, Crooked Island)",island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I048,Kau Pei Chau,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I049,Kau Sai Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I050,Kau Yi Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I051,Kiu Tau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I052,"Kiu Tsui Chau (, Sharp Island)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I053,Ko Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I054,Kok Tai Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I055,Kong Tau Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I056,Kowloon Rock,island,true,Kowloon City,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I057,Kung Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I058,Kwun Cham Wan,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I059,Kwun Tsai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I060,Lak Lei Tsai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I061,Lamma Island,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I062,Lan Shuen Pei,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I063,Lan Tau Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I064,Lantau Island,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I065,Lap Sap Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I066,Little Green Island,island,true,Central & Western,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I067,Lo Chau,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I068,Lo Chi Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I069,Lo Fu Tiu Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I070,Lo Shue Pai,island,true,Eastern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I071,Loaf Rock,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I072,"Luk Chau , formerly George I.",island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I073,Lung Kwu Chau,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I074,Lung Shan Pai,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I075,Lung Shuen Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I076,Lut Chau,island,true,Yuen Long,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I077,Ma Shi Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I078,Ma Tsai Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I079,Ma Wan,island,true,Tsuen Wan,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I080,Ma Yan Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I081,"Magazine Island (, Fo Yeuk Chau)",island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I082,Mei Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I083,Middle Island,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I084,Mong Chau Tsai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I085,"Moon Island (, Mo Chau)",island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I086,Muk Yue Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I087,Nam Fung Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I088,Ng Fan Chau,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I089,Nga Ying Chau,island,true,Sai Kung Southeast to Ching Chau (),250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I090,Nga Ying Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I091,Ngam Hau Shek,island,true,Tsuen Wan,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I092,Ngan Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I093,Ngau Shi Pui,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I094,Ngau Tau Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I095,"Ngo Mei Chau (, Crescent Island)",island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I096,Ninepin Group,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I097,North Ninepin Island,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I098,Sai Chau Mei,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I099,Shue Long Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I100,Tai Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I101,Tai Chau Mei,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I102,Tuen Chau Chai,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I103,Pak Chau,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I104,Pak Ka Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I105,Pak Ma Tsui Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I106,Pak Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I107,"Pak Sha Chau (, Round Island)",island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I108,"Pak Sha Chau (, White Sand Island)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I109,Pat Ka Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I110,Peaked Hill,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I111,Peng Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I112,Pearl Island,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I113,Pin Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I114,Ping Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I115,Ping Min Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I116,Po Pin Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I117,Po Toi Islands,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I118,Castle Rock,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I119,"Beaufort Island (, Lo Chau)",island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I120,"Mat Chau , an islet off Po Toi Island",island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I121,"Mat Chau Pai , an islet off Mat Chau",island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I122,Po Toi Island,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I123,Sai Pai,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I124,San Pai,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I125,Sung Kong,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I126,Tai Pai,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I127,Waglan Island,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I128,Po Yue Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I129,Pun Shan Shek,island,true,Tsuen Wan,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I130,Pyramid Rock,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I131,Round Island,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I132,Sai Ap Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I133,Sam Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I134,Sam Pui Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I135,Sha Chau,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I136,Sha Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I137,"Sha Tong Hau (, Bluff Island)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I138,Sham Shui Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I139,Shau Kei Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I140,Shek Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I141,Shek Kwu Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I142,Shek Ngau Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I143,Shelter Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I144,Sheung Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I145,Shui Cham Tsui Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I146,Shui Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I147,Siu Kau Yi Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I148,Siu Nim Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I149,Siu Tsan Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I150,Soko Islands,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I151,Cheung Muk Tau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I152,Ma Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I153,Siu A Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I154,Tai A Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I155,Tau Lo Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I156,Wan Hau Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I157,Wu Yeung Chau Pai,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I158,Yuen Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I159,Yuen Kong Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I160,"Steep Island (, Ching Chau)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I161,Sunshine Island,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I162,Ta Ho Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I163,Tai Lei,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I164,Tai Nim Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I165,Tai O,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I166,Tai Tau Chau (Sai Kung District),island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I167,Tai Tau Chau (Southern District),island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I168,Tai Tsan Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I169,Tang Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I170,Tang Lung Chau,island,true,Tsuen Wan,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I171,"Tap Mun Chau (, Grass Island)",island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I172,Tau Chau,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I173,The Brothers,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I174,Siu Mo To,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I175,Tai Mo To,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I176,Tsz Kan Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I177,Tit Cham Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I178,Tit Shue Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
